MLS #,Stat,Closed Date,Sold Pr,Type,Yr Blt,Street #,Str Name,Area,Zip,ASF,# Rms,# Full Baths,# Half Baths,Bsmt Bth,Beds,Bsmt. Beds,Garage Type,# Garage Spaces,# Parking Spaces,,
10113231,CLSD,2/28/2019,284000,1 Story,1955,8357,Kenneth,76,60076,1240,7,2,0,Yes,3,0,Attached,1,0,,
09375488,CLSD,4/7/2017,198500,Condo,1997,5000,OAKTON,76,60077,1240,5,1,0,No,2,0,Attached,1,0,,
09336628,CLSD,5/4/2017,215000,Condo,1997,5000,Oakton,76,60077,1240,5,1,0,,2,0,Attached,1,0,,
09906524,CLSD,4/26/2018,275000,"Condo, High Rise (7+ Stories)",2007,9715,Woods,76,60077,1240,5,2,0,No,2,0,Attached,1,0,,
09933449,CLSD,7/12/2018,300000,Condo,2006,9715,Woods,76,60077,1240,4,2,0,No,2,0,Attached,1,0,,
10001061,CLSD,1/7/2019,322000,"Condo, High Rise (7+ Stories), Penthouse",UNK,9655,Woods,76,60077,1240,5,2,0,No,2,0,Attached,2,0,,
09853914,CLSD,5/15/2018,275000,1 Story,1953,5336,Suffield,76,60077,1241,6,1,1,Yes,3,0,Detached,2,0,,
09689931,CLSD,11/15/2017,278100,1 Story,1955,9311,Kildare,76,60076,1242,8,2,0,No,3,0,Detached,2,0,,
09691593,CLSD,8/30/2017,171502,"Condo, Mid Rise (4-6 Stories)",1973,9445,KENTON,76,60076,1242,5,2,0,No,2,0,None,0,2,,
09991496,CLSD,7/30/2018,252000,1 Story,1956,9320,Lowell,76,60076,1242,6,1,1,No,3,0,None,0,0,,
10147182,CLSD,1/24/2019,270000,1 Story,1955,4320,Foster,76,60076,1242,6,1,1,No,3,0,None,0,0,,
10077538,CLSD,10/25/2018,275000,1 Story,1953,8312,Kilbourn,76,60076,1248,7,2,0,Yes,2,1,Attached,1,0,,
09476656,CLSD,3/10/2017,215000,High Rise (7+ Stories),2001,5055,Madison,76,60077,1248,5,2,0,No,2,0,Attached,1,0,,
10022660,CLSD,10/25/2018,245000,Condo,2005,5155,Madison,76,60077,1248,5,2,0,No,2,0,Attached,1,0,,
09562140,CLSD,4/27/2017,312500,1.5 Story,1956,3846,Birchwood,76,60076,1248,7,2,0,Yes,3,0,Detached,2,0,,
09651416,CLSD,7/14/2017,241000,Split Level,1963,9217,Kilpatrick,76,60076,1248,6,1,1,No,3,0,None,0,0,,
09484679,CLSD,4/24/2017,205000,"Condo, Mid Rise (4-6 Stories)",1976,5005,Enfield,76,60077,1250,5,2,0,No,2,0,Attached,1,1,,
09584883,CLSD,6/22/2017,310000,Split Level,1959,8742,Kedvale,76,60076,1250,7,2,0,Yes,3,0,Detached,2,2,,
09392698,CLSD,8/11/2017,145000,Condo,1954,9052,Keating,76,60076,1250,6,1,0,No,2,0,None,0,1,,
09933596,CLSD,6/29/2018,170000,Condo,UNK,4700,Old Orchard,76,60076,1250,5,2,0,No,2,0,None,0,1,,
09924636,CLSD,6/26/2018,315000,Raised Ranch,1956,9308,Keeler,76,60076,1250,8,2,0,No,2,1,None,0,3,,
09597722,CLSD,6/2/2017,318000,2 Stories,1942,8224,Karlov,76,60076,1252,7,1,1,Yes,3,0,Detached,1.5,0,,
09891338,CLSD,5/16/2018,364000,1 Story,1955,7601,Kenton,76,60076,1258,9,2,1,Yes,3,0,Attached,2,0,,
09586389,CLSD,6/16/2017,252500,Condo,2006,5055,MADISON,76,60077,1258,5,2,0,,2,0,Attached,1,0,,
09906441,CLSD,6/14/2018,330000,Split Level,1957,7500,Kenneth,76,60076,1260,7,1,1,No,3,0,Detached,1,0,,
09673799,CLSD,7/28/2017,280000,"Condo, High Rise (7+ Stories)",2006,9655,WOODS,76,60077,1261,5,2,0,,2,0,Attached,1,0,,
10031218,CLSD,11/9/2018,304000,1 Story,1954,7641,Kilbourn,76,60076,1263,8,1,1,Yes,3,0,Detached,2,0,,
09972693,CLSD,7/13/2018,168000,Condo,1977,5406,LINCOLN,76,60077,1265,5,2,0,No,2,0,Attached,2,0,,
09563599,CLSD,5/5/2017,240000,1 Story,1957,8343,Kostner,76,60076,1268,6,2,0,No,3,0,Detached,2,0,,
09743861,CLSD,11/6/2017,225000,Condo,2006,9655,Woods,76,60077,1269,4,2,0,No,2,0,Attached,1,0,,
09776373,CLSD,6/29/2018,242000,Condo,2008,9715,Woods,76,60077,1269,5,2,0,No,2,0,Attached,1,0,,
09786455,CLSD,3/30/2018,245000,Condo,2006,9655,Woods,76,60077,1269,5,2,0,No,2,0,Attached,1,0,,
09742746,CLSD,10/19/2017,270000,Condo,2008,9715,Woods,76,60077,1269,5,2,0,No,2,0,Attached,1,0,,
09281614,CLSD,4/14/2017,280000,Condo,2006,9655,Woods,76,60077,1269,5,2,0,No,2,0,Attached,1,0,,
09835881,CLSD,3/20/2018,300000,"Condo, High Rise (7+ Stories)",2006,9655,Woods,76,60077,1269,5,2,0,,2,0,Attached,2,0,,
10069457,CLSD,9/27/2018,262950,Condo,2006,9655,Woods,76,60077,1270,5,2,0,No,2,0,Attached,1,0,,
09681986,CLSD,8/14/2017,319900,1 Story,1954,8527,Prairie,76,60076,1270,6,2,0,No,3,0,Detached,2.5,0,,
09396772,CLSD,5/8/2017,278500,1 Story,1957,7606,KNOX,76,60076,1271,8,1,1,No,3,0,Attached,2,2,,
09692298,CLSD,8/1/2017,260000,1 Story,1955,9640,Kostner,76,60076,1272,7,2,0,No,3,0,Attached,2,0,,
09612887,CLSD,6/6/2017,335000,1 Story,1956,5448,Brummel,76,60077,1272,9,2,0,Yes,3,2,Detached,2,0,,
09600207,CLSD,7/28/2017,285000,1 Story,1959,7550,Kildare,76,60076,1272,7,2,0,No,3,0,None,0,0,,
09877558,CLSD,6/11/2018,341300,Split Level w/ Sub,1961,8304,Lowell,76,60076,1272,8,2,0,Yes,3,0,None,0,0,,
09496168,CLSD,3/27/2017,225000,1 Story,1963,5222,Cleveland,76,60076,1276,7,2,0,No,3,0,Detached,1,0,,
09850291,CLSD,4/9/2018,261000,1 Story,1963,5222,CLEVELAND,76,60077,1276,6,2,0,No,3,0,Detached,1,0,,
10133504,CLSD,11/16/2018,273000,Split Level,1961,7913,Kolmar,76,60076,1276,7,2,0,No,3,0,Detached,2.5,0,,
09929973,CLSD,6/6/2018,285000,Split Level,1962,7915,Kolmar,76,60076,1276,7,2,0,No,3,0,Detached,2.5,0,,
09814424,CLSD,4/18/2018,310000,1 Story,1953,8442,Ridgeway,76,60076,1280,8,2,0,Yes,3,0,None,0,0,,
09623158,CLSD,6/12/2017,350000,1 Story,1957,5015,Brummel,76,60077,1282,7,1,1,Yes,3,0,Detached,2,0,,
10075247,CLSD,2/12/2019,285000,2 Stories,1948,5353,ARCADIA,76,60077,1284,7,1,1,No,3,0,Attached,1,0,,
09392011,CLSD,7/21/2017,340000,1 Story,1955,4661,Dempster,76,60076,1284,6,1,1,No,3,0,Attached,2,0,,
09580186,CLSD,9/8/2017,305000,2 Stories,1954,5258,Lee,76,60077,1287,8,2,0,No,4,0,Detached,2,0,,
09600020,CLSD,6/20/2017,280000,1 Story,1959,8401,LINDER,76,60077,1288,10,3,0,Yes,3,2,Attached,2,0,,
09845358,CLSD,5/30/2018,280000,1 Story,1958,3855,Hull,76,60076,1288,9,3,0,Yes,3,2,Detached,2,0,,
10022899,CLSD,12/3/2018,290000,1 Story,1958,8137,Hamlin,76,60076,1288,7,2,0,No,3,0,Detached,2,0,,
09958118,CLSD,9/5/2018,300000,1 Story,1957,7726,Kedvale,76,60076,1288,6,2,0,No,3,0,Detached,2,0,,
10070941,CLSD,12/4/2018,305000,2 Stories,1950,5313,HARVARD,76,60077,1288,8,1,1,Yes,3,0,Detached,2,0,,
09724166,CLSD,10/31/2017,300000,1 Story,1959,4440,Church,76,60076,1288,7,2,0,No,3,0,None,0,2,,
10072791,CLSD,10/12/2018,238000,1 Story,1957,7632,Kenton,76,60076,1288,6,2,0,No,3,0,None,0,0,,
10053447,CLSD,9/7/2018,225000,1 Story,UNK,8049,Kilbourn,76,60076,1293,5,2,0,Yes,2,0,"Attached, Detached",2,0,,
10110921,CLSD,2/27/2019,330000,2 Stories,1962,4918,Farwell,76,60077,1294,6,1,1,Yes,3,0,None,0,2,,
09634964,CLSD,9/1/2017,204000,Townhouse-2 Story,1956,4901,Carol,76,60077,1295,6,1,1,No,2,0,None,0,1,,
09621790,CLSD,7/6/2017,330000,Split Level,1964,9630,LOWELL,76,60076,1295,7,2,0,No,3,0,None,0,0,,
09707569,CLSD,9/6/2017,359900,1 Story,1954,8330,Kilbourn,76,60076,1299,9,2,0,Yes,3,0,Detached,2,0,,
09724298,CLSD,10/27/2017,280000,1 Story,1956,8420,Central Park,76,60076,1299,8,2,1,Yes,3,1,None,0,4,,
09806182,CLSD,12/29/2017,186000,Condo,1969,8210,Elmwood,76,60077,1300,5,2,0,No,2,0,Attached,1,1,,
09902692,CLSD,5/21/2018,314000,1 Story,1953,4035,KIRK,76,60076,1300,7,2,0,Yes,3,0,Attached,1,0,,
10022784,CLSD,8/31/2018,318000,1 Story,1953,9350,Crawford,76,60076,1300,7,2,0,No,3,0,Attached,1,0,,
09716338,CLSD,8/31/2017,110000,Condo,1976,9529,Bronx,76,60077,1300,4,1,0,No,1,0,Attached,1,0,,
09405694,CLSD,6/12/2017,165000,Condo,1980,9200,Niles Center,76,60076,1300,5,2,0,No,2,0,Attached,2,0,,
09912291,CLSD,9/4/2018,171000,Condo-Duplex,1969,8210,Elmwood,76,60077,1300,5,2,0,No,2,0,Attached,1,0,,
10010479,CLSD,9/4/2018,194000,Condo,1974,9529,Bronx,76,60077,1300,5,2,0,No,2,0,Attached,1,0,,
09722504,CLSD,1/25/2018,202000,"Condo, Mid Rise (4-6 Stories)",2005,5040,WARREN,76,60077,1300,5,2,0,No,2,0,Attached,1,0,,
09679272,CLSD,9/14/2017,267500,Condo,2005,5155,Madison,76,60077,1300,5,2,0,,2,0,Attached,1,0,,
10008374,CLSD,11/1/2018,277500,Condo,2005,5155,Madison,76,60077,1300,5,2,0,No,2,0,Attached,2,0,,
09583773,CLSD,6/22/2017,311000,"Condo, High Rise (7+ Stories)",2007,9715,Woods,76,60077,1300,5,2,0,,2,0,Attached,1,0,,
09713648,CLSD,9/6/2017,205000,1.5 Story,1950,3921,KIRK,76,60076,1300,7,2,0,Yes,4,0,Detached,1,0,,
09921530,CLSD,11/19/2018,255000,1 Story,1958,4250,Golf,76,60076,1300,9,3,0,Yes,4,0,Detached,2,0,,
09768959,CLSD,10/25/2017,271000,1 Story,1952,5157,Estes,76,60077,1300,8,2,0,Yes,3,0,Detached,2,0,,
10025820,CLSD,11/8/2018,289000,1.5 Story,1954,8331,Kolmar,76,60076,1300,8,2,1,Yes,3,0,Detached,2,0,,
09523271,CLSD,5/1/2017,299000,1 Story,1956,8330,Harding,76,60076,1300,6,2,0,No,2,0,Detached,2.5,0,,
09664829,CLSD,8/21/2017,309900,2 Stories,1947,8153,Kolmar,76,60076,1300,7,1,1,No,3,0,Detached,1,0,,
09708858,CLSD,9/20/2017,310000,1 Story,1956,4939,Elm,76,60077,1300,9,2,1,Yes,3,1,Detached,2,0,,
09860149,CLSD,6/7/2018,347500,1.5 Story,1962,5309,Conrad,76,60077,1300,8,2,0,No,4,0,Detached,2,0,,
10168200,CLSD,2/22/2019,349000,1.5 Story,1950,3921,KIRK,76,60076,1300,7,3,0,Yes,3,0,Detached,1,0,,
10120893,CLSD,1/11/2019,430000,1 Story,1952,5157,Estes,76,60077,1300,8,2,1,Yes,3,0,Detached,2.5,0,,
09495899,CLSD,5/11/2017,148000,"Condo, Low Rise (1-3 Stories)",1965,10108,Peach,76,60076,1300,6,2,0,No,3,0,None,0,1,,
09778826,CLSD,4/2/2018,158500,Condo,1975,8161,Niles Center,76,60077,1300,6,2,0,No,3,0,None,0,1,,
09897375,CLSD,5/11/2018,190000,Condo,1965,8306,Christiana,76,60076,1300,6,1,1,No,3,0,None,0,1,,
09818826,CLSD,2/28/2018,207000,Townhouse-2 Story,1958,8318,Keating,76,60076,1300,5,1,1,No,2,0,None,0,1,,
09379142,CLSD,6/23/2017,210000,Townhouse-2 Story,1959,4719,church,76,60076,1300,6,1,1,No,3,0,None,0,1,,
09910480,CLSD,6/11/2018,142500,Condo,1963,4734,Russett,76,60076,1300,5,2,0,No,2,0,None,0,2,,
09382529,CLSD,5/3/2017,335000,Raised Ranch,1958,8034,Hamlin,76,60076,1300,8,2,0,No,3,1,None,0,0,,
09673470,CLSD,9/20/2017,246000,1 Story,1955,9614,Karlov,76,60076,1301,7,2,0,Yes,3,0,None,0,1,,
09635211,CLSD,7/24/2017,349000,Split Level,1959,9313,Kenneth,76,60076,1302,7,2,0,Yes,3,0,None,0,4,,
09469616,CLSD,3/13/2017,349000,1 Story,1956,4240,Golf,76,60076,1303,9,3,0,Yes,3,0,None,0,4,,
09899634,CLSD,5/22/2018,262500,2 Stories,1951,5333,Grove,76,60077,1304,6,1,1,No,3,0,Detached,2,0,,
09902059,CLSD,5/21/2018,322000,1.5 Story,1940,8650,KARLOV,76,60076,1305,6,1,1,No,2,0,"Attached, Detached",2,0,,
09944601,CLSD,8/2/2018,288000,2 Stories,1953,8143,Laramie,76,60077,1305,7,2,0,No,4,0,Detached,2,0,,
09675244,CLSD,12/18/2017,316000,Split Level,1956,8705,Kedvale,76,60076,1305,7,1,1,Yes,3,0,Detached,2,0,,
10093465,CLSD,11/16/2018,260000,Split Level,1956,7440,Keystone,76,60076,1305,7,2,0,Yes,3,0,None,0,0,,
09754357,CLSD,12/11/2017,235000,1/2 Duplex,UNK,8549,Hamilton,76,60077,1305,6,1,1,No,3,0,None,0,2,,
09740619,CLSD,11/6/2017,295000,Split Level,1962,5330,Harvard,76,60077,1309,7,2,0,Yes,3,0,Detached,2,0,,
10028392,CLSD,9/26/2018,316500,1 Story,1956,5138,Greenleaf,76,60077,1310,8,2,1,Yes,3,1,Detached,1,0,,
09978701,CLSD,10/19/2018,189900,Condo,1973,9445,Kenton,76,60076,1311,5,2,0,No,3,0,None,0,1,,
09905860,CLSD,5/2/2018,278000,1 Story,1956,4032,Lyons,76,60076,1312,8,3,0,Yes,4,1,Detached,2,0,,
09163731,CLSD,4/21/2017,187000,Condo,1967,8448,Linder,76,60077,1312,7,1,1,No,3,0,None,0,1,,
09478098,CLSD,3/16/2017,210000,Townhouse-2 Story,1965,8458,Linder,76,60077,1312,6,1,1,No,3,0,None,0,1,,
10065621,CLSD,10/14/2018,235000,Townhouse-2 Story,1965,8465,Linder,76,60077,1312,7,1,1,No,3,0,None,0,1,,
10154719,CLSD,2/8/2019,190000,1/2 Duplex,1962,8324,BENNETT,76,60076,1312,7,1,1,No,3,0,None,0,2,,
09969205,CLSD,7/11/2018,325000,1 Story,1952,9040,LARAMIE,76,60077,1312,9,2,0,Yes,3,0,None,0,3,,
09590710,CLSD,5/23/2017,283000,1 Story,1953,5330,MONROE,76,60077,1314,10,1,1,Yes,3,1,Detached,2,0,,
09880326,CLSD,4/20/2018,289000,1 Story,1950,8231,Kedvale,76,60076,1316,8,2,0,Yes,2,0,Detached,2.5,0,,
09570692,CLSD,5/31/2017,315000,1 Story,1956,4322,Dempster,76,60076,1319,9,2,0,Yes,3,1,Detached,2,0,,
09783007,CLSD,12/12/2017,295000,1 Story,1954,5001,HARVARD,76,60077,1320,7,1,1,Yes,2,0,Attached,2,0,,
09837013,CLSD,3/1/2018,275000,2 Stories,1953,3810,Lee,76,60076,1320,7,2,0,No,4,0,None,0,1,,
09488035,CLSD,7/14/2017,203000,"Condo, Mid Rise (4-6 Stories)",1968,5251,GALITZ,76,60077,1323,6,2,0,No,3,0,None,0,1,,
09593166,CLSD,5/19/2017,294500,2 Stories,1960,8043,Harding,76,60076,1323,7,2,0,Yes,3,0,None,0,0,,
09888620,CLSD,9/7/2018,280000,Split Level,1964,9033,Crawford,76,60076,1325,7,2,1,Yes,3,0,Attached,2,0,,
09950042,CLSD,6/28/2018,360000,Split Level,1961,8450,LARAMIE,76,60077,1325,8,2,0,No,3,0,Detached,2,0,,
10082315,CLSD,11/9/2018,162000,Condo,1968,5251,GALITZ,76,60077,1325,5,2,0,No,2,0,None,0,1,,
09682470,CLSD,9/5/2017,340000,Split Level w/ Sub,1960,4909,Coyle,76,60077,1325,8,2,0,No,4,0,None,0,2,,
09660760,CLSD,8/11/2017,230000,Condo,2004,5105,Madison,76,60077,1327,5,1,0,No,2,0,Attached,1,0,,
09739468,CLSD,12/14/2017,270000,1.5 Story,1963,7821,Karlov,76,60076,1328,6,2,0,Yes,3,0,Detached,2,0,,
09760033,CLSD,1/17/2018,375000,1 Story,1956,9415,Linder,76,60077,1334,8,2,2,Yes,4,0,None,0,2,,
09841900,CLSD,5/25/2018,350000,1 Story,1956,5117,Touhy,76,60077,1338,9,3,0,Yes,3,2,Detached,2,0,,
09371626,CLSD,4/3/2017,305000,1 Story,1951,7335,Lavergne,76,60077,1339,7,2,0,Yes,2,1,Attached,1,0,,
09996060,CLSD,12/7/2018,310000,2 Stories,1960,7922,Kostner,76,60076,1339,7,2,0,No,3,0,Detached,2,0,,
09917967,CLSD,6/15/2018,360000,1 Story,1953,8330,Kostner,76,60076,1340,7,2,1,Yes,2,0,Attached,1.5,0,,
09786796,CLSD,1/16/2018,372000,1 Story,1958,3335,Lee,76,60076,1340,8,2,1,Yes,3,1,Detached,2,0,,
10030585,CLSD,1/30/2019,347500,1 Story,1953,3617,GREENLEAF,76,60076,1340,9,3,0,Yes,3,1,None,0,0,,
09842406,CLSD,2/15/2018,360000,1 Story,1958,3806,Louise,76,60076,1340,8,3,0,Yes,3,0,None,0,0,,
10073988,CLSD,12/7/2018,240000,Split Level,1955,8021,Tripp,76,60076,1343,7,1,1,,3,0,Detached,2,0,,
09562855,CLSD,5/30/2017,297000,1 Story,1955,8017,Kolmar,76,60076,1343,7,2,0,No,3,0,Detached,2,0,,
09814443,CLSD,1/31/2018,324900,Split Level,1962,8814,Central Park,76,60076,1344,7,2,0,Yes,3,0,Detached,2.5,0,,
09290401,CLSD,3/15/2017,180000,Townhouse-2 Story,1965,8436,Linder,76,60077,1344,7,1,1,No,3,0,None,0,2,,
09695761,CLSD,9/8/2017,390000,1 Story,1953,8723,Ridgeway,76,60076,1345,6,2,1,Yes,3,0,Detached,1,0,,
09492308,CLSD,8/28/2017,345000,1.5 Story,1956,4944,BRUMMEL,76,60077,1347,7,2,0,Yes,3,0,None,0,3,,
09734758,CLSD,3/15/2018,268000,Split Level,1957,4936,Brummel,76,60077,1347,7,2,0,Yes,3,0,None,0,0,,
09665984,CLSD,8/30/2017,242500,Condo,2004,5105,Madison,76,60077,1349,5,2,0,No,2,0,Attached,1,0,,
09994300,CLSD,8/20/2018,189000,Condo,1975,9530,Lamon,76,60077,1350,5,2,0,No,2,0,Attached,1,0,,
10011972,CLSD,9/5/2018,190000,Condo,UNK,8225,Niles Center,76,60077,1350,5,2,0,No,2,0,Attached,1,0,,
09510518,CLSD,4/17/2017,375000,Split Level,1962,7655,Kostner,76,60076,1350,8,2,0,Yes,4,0,Detached,2,0,,
09910103,CLSD,8/20/2018,447000,1 Story,1932,7840,Kenneth,76,60076,1350,8,2,0,Yes,3,1,Detached,2.1,0,,
09942811,CLSD,7/11/2018,160000,"Condo, Low Rise (1-3 Stories)",UNK,5251,Galitz,76,60077,1350,5,2,0,No,2,0,None,0,1,,
10022211,CLSD,9/26/2018,197000,Condo-Duplex,UNK,8302,Christiana,76,60076,1350,7,1,1,No,3,0,None,0,1,,
09488656,CLSD,3/3/2017,255000,1 Story,1959,9233,Keating,76,60076,1350,6,2,0,No,3,0,None,0,4,,
09473577,CLSD,4/17/2017,285000,"Condo, High Rise (7+ Stories)",2010,9725,WOODS,76,60077,1351,6,2,0,No,2,0,Attached,1,0,,
10128707,CLSD,11/21/2018,250000,Split Level,1955,5430,HARVARD,76,60077,1351,7,2,0,No,3,0,Detached,2,0,,
09747281,CLSD,10/30/2017,315650,Split Level,1961,7851,Karlov,76,60076,1354,7,2,0,Yes,3,0,Detached,2.5,0,,
09482111,CLSD,3/31/2017,300000,1 Story,1957,7518,Kostner,76,60076,1357,6,3,0,Yes,3,0,Detached,2,0,,
09633658,CLSD,9/29/2017,280000,1 Story,1954,7447,Kildare,76,60076,1360,8,2,1,Yes,3,1,Detached,2,0,,
09998359,CLSD,10/16/2018,341000,Split Level,1959,9334,Kenneth,76,60076,1360,7,2,0,No,3,0,None,0,2,,
10128693,CLSD,2/7/2019,265000,Split Level,1962,5240,Cleveland,76,60077,1361,7,1,1,No,3,0,Detached,2,0,,
09975499,CLSD,9/6/2018,330000,2 Stories,1942,8238,Keystone,76,60076,1362,6,1,1,No,3,0,Attached,1,0,,
10060623,CLSD,10/24/2018,325000,Split Level,1962,4920,Chase,76,60077,1365,7,2,0,Yes,3,0,Attached,2,0,,
09829655,CLSD,2/26/2018,295000,2 Stories,1956,8635,Laramie,76,60077,1367,7,1,1,No,3,0,Detached,2,0,,
09917073,CLSD,6/8/2018,325000,1 Story,1984,8216,Lawndale,76,60076,1368,9,2,0,Yes,2,1,Attached,2,0,,
10008125,CLSD,1/7/2019,287000,Split Level,1960,9506,Lavergne,76,60077,1368,7,2,0,Yes,3,0,Detached,2.1,0,,
09374702,CLSD,4/19/2017,367500,Raised Ranch,1956,7446,KARLOV,76,60076,1368,9,2,0,Yes,3,1,Detached,2.5,0,,
10265967,CLSD,2/19/2019,225000,Split Level,1961,9518,Lavergne,76,60077,1368,7,2,0,No,3,0,None,0,0,,
09738209,CLSD,12/8/2017,370000,Split Level,1977,3700,Enfield,76,60076,1369,7,2,0,Yes,3,0,Attached,2,2,,
09921089,CLSD,7/9/2018,258000,1 Story,1952,4339,Keeney,76,60076,1369,7,2,0,Yes,3,0,Attached,1,0,,
09761321,CLSD,11/15/2017,271000,Split Level,1962,8209,Kildare,76,60076,1369,7,2,0,No,3,0,Detached,2,0,,
09579627,CLSD,6/23/2017,365000,Split Level,1965,7544,Karlov,76,60076,1370,8,2,0,Yes,4,0,None,0,2,,
09962945,CLSD,8/31/2018,318000,1 Story,1956,7535,Le Claire,76,60077,1372,8,2,0,Yes,3,1,Attached,2,0,,
09697408,CLSD,1/30/2018,267000,Split Level,1937,9443,KARLOV,76,60076,1373,7,2,0,No,3,0,Detached,2,0,,
09586342,CLSD,5/19/2017,270000,1 Story,1956,3333,CRAIN,76,60076,1373,7,2,0,Yes,3,0,Detached,2,0,,
10044098,CLSD,8/17/2018,397500,Split Level,1937,9443,KARLOV,76,60076,1373,7,2,0,No,3,0,Detached,2,0,,
09607036,CLSD,6/15/2017,245000,Raised Ranch,1966,8136,Crawford,76,60076,1373,8,2,0,Yes,3,0,None,0,3,,
10007710,CLSD,8/31/2018,317500,1.5 Story,1962,8915,Crawford,76,60076,1375,7,2,0,Yes,3,0,Attached,2.5,0,,
09918867,CLSD,5/29/2018,240000,Condo,2005,8000,Kilpatrick,76,60076,1375,5,2,0,No,2,0,Attached,1,0,,
09791533,CLSD,2/28/2018,290000,1.5 Story,1960,5159,Suffield,76,60077,1375,7,2,0,Yes,3,0,Detached,2,0,,
09771095,CLSD,6/29/2018,340000,1.5 Story,1972,5232,Fargo,76,60077,1375,7,2,0,Yes,3,0,None,0,3,,
09761527,CLSD,12/18/2017,335000,1.5 Story,1963,8807,Kostner,76,60076,1378,7,2,0,Yes,3,0,Attached,1,0,,
09835374,CLSD,3/26/2018,380000,1 Story,1957,7406,Keystone,76,60076,1378,8,2,1,Yes,3,0,Detached,2,0,,
09690765,CLSD,12/21/2017,285000,2 Stories,1952,8323,Harding,76,60076,1378,8,1,1,No,3,0,None,0,0,,
09630732,CLSD,6/30/2017,255000,1 Story,1958,5149,Touhy,76,60077,1379,7,2,0,No,3,0,Detached,2,0,,
09770855,CLSD,12/15/2017,245000,1 Story,1958,5141,Touhy,76,60077,1379,7,2,0,No,3,0,None,0,2,,
09944320,CLSD,6/20/2018,290000,1 Story,1958,4149,Church,76,60076,1380,7,1,1,No,3,0,Attached,1,0,,
09642345,CLSD,10/16/2017,165000,Condo,1968,5251,Galitz,76,60077,1380,5,2,0,No,2,0,Attached,1,0,,
09696440,CLSD,9/11/2017,335000,Split Level,1962,9248,Lavergne,76,60077,1380,7,2,0,Yes,3,0,Detached,2,0,,
09916253,CLSD,6/5/2018,190000,"Condo, Mid Rise (4-6 Stories)",1968,5251,Galitz,76,60077,1380,6,2,0,No,3,0,None,0,1,,
09797282,CLSD,1/19/2018,240000,1 Story,1953,5214,Greenleaf,76,60077,1381,6,1,0,No,3,0,Detached,2,0,,
10132431,CLSD,1/31/2019,388000,1 Story,1953,5214,Greenleaf,76,60077,1381,8,2,0,No,3,0,Detached,2,0,,
09729928,CLSD,10/6/2017,299400,2 Stories,1952,5007,Brummel,76,60077,1383,9,2,0,No,3,0,Detached,2,0,,
09560523,CLSD,5/19/2017,345000,2 Stories,1955,7440,Kolmar,76,60076,1384,7,2,0,No,3,0,Attached,1,0,,
09733976,CLSD,11/7/2017,230000,Condo,2008,9715,Woods,76,60077,1384,5,2,0,No,1,0,Attached,1,0,,
10008648,CLSD,8/24/2018,307000,Split Level,1958,3911,Keeney,76,60076,1385,7,2,0,,3,0,Detached,2,0,,
10066289,CLSD,10/22/2018,290000,1 Story,1957,5118,Fargo,76,60077,1388,7,1,1,No,3,0,Detached,2,0,,
09635569,CLSD,11/9/2017,405000,1 Story,1955,4455,Madison,76,60076,1394,9,2,0,Yes,3,1,Attached,2,0,,
09368931,CLSD,4/14/2017,310000,1.5 Story,1955,3833,FARGO,76,60076,1394,7,2,1,Yes,3,1,Detached,2.5,0,,
09718537,CLSD,10/3/2017,337000,1 Story,1955,9129,Kildare,76,60076,1397,6,2,0,No,3,0,Attached,1,1,,
09507473,CLSD,5/5/2017,192000,Condo,1975,9530,Lamon,76,60077,1400,5,2,0,No,2,0,Attached,1,1,,
09943035,CLSD,7/19/2018,319000,Split Level,1964,9751,Keystone,76,60076,1400,7,1,1,Yes,3,0,Attached,1,0,,
09520846,CLSD,6/12/2017,195000,Condo,1975,4840,Foster,76,60077,1400,5,2,0,No,2,0,Attached,1,0,,
09915063,CLSD,6/4/2018,217500,Condo,2000,7450,Lincoln,76,60076,1400,5,2,0,No,2,0,Attached,1,0,,
09918198,CLSD,5/29/2018,220000,"Condo, Mid Rise (4-6 Stories)",2000,7450,Lincoln,76,60076,1400,5,2,0,No,2,0,Attached,1,0,,
10079918,CLSD,12/12/2018,225000,Condo,2000,7450,Lincoln,76,60076,1400,5,2,0,,2,0,Attached,1,0,,
09750364,CLSD,11/27/2017,227000,Condo,2000,7450,Lincoln,76,60076,1400,5,2,0,No,2,0,Attached,1,0,,
09942269,CLSD,6/20/2018,239500,Mid Rise (4-6 Stories),1998,7400,Lincoln,76,60076,1400,4,2,0,No,2,0,Attached,1,0,,
10026782,CLSD,9/12/2018,255000,"Condo, Mid Rise (4-6 Stories)",2000,7450,LINCOLN,76,60076,1400,5,2,0,No,2,0,Attached,1,0,,
09664410,CLSD,8/14/2017,285000,2 Stories,1950,8238,LARAMIE,76,60077,1400,7,1,1,No,3,0,Detached,2,0,,
09653046,CLSD,7/12/2017,290000,2 Stories,1940,8107,Kostner,76,60076,1400,7,1,1,No,3,0,Detached,1.5,0,,
10051752,CLSD,10/15/2018,325000,2 Stories,1941,7914,Kilbourn,76,60076,1400,7,1,1,No,3,0,Detached,2,0,,
10088963,CLSD,3/1/2019,330000,2 Stories,1964,3903,Madison,76,60076,1400,7,2,0,No,3,0,Detached,2,0,,
09611826,CLSD,6/7/2017,348000,1 Story,1957,8423,St Louis,76,60076,1400,7,2,1,Yes,3,0,Detached,2.5,0,,
