MLS #,Stat,Closed Date,Sold Pr,Type,Yr Blt,Street #,Str Name,Area,Zip,ASF,# Rms,# Full Baths,# Half Baths,Bsmt Bth,Beds,Bsmt. Beds,Garage Type,# Garage Spaces,# Parking Spaces,,
09856140,CLSD,4/30/2018,314500,1 Story,1958,8717,CRAWFORD,76,60076,1900,8,2,1,No,3,1,Detached,1.5,3,,
10082166,CLSD,11/15/2018,370000,1.5 Story,1918,5201,Cleveland,76,60077,1900,9,2,0,Yes,4,0,Detached,1,0,,
09560988,CLSD,4/24/2017,399000,2 Stories,1940,8049,TRIPP,76,60076,1900,9,2,1,No,3,0,Detached,2,0,,
09946172,CLSD,7/6/2018,419000,Split Level,1957,9107,FORESTVIEW,76,60203,1900,7,2,0,No,3,0,Detached,2.5,0,,
09667931,CLSD,10/25/2017,329000,2 Stories,1955,8146,Keeler,76,60076,1918,8,2,0,Yes,3,0,Detached,2.5,0,,
09738633,CLSD,12/13/2017,380000,2 Stories,1951,8552,Prairie,76,60076,1919,9,2,1,No,4,0,None,0,0,,
09517749,CLSD,5/31/2017,310000,Split Level w/ Sub,1965,8026,Kostner,76,60076,1928,9,2,0,No,4,0,Detached,2,0,,
09697407,CLSD,10/4/2017,380000,2 Stories,UNK,9505,Le Claire,76,60077,1930,8,2,1,Yes,3,0,Attached,2,0,,
09931813,CLSD,7/16/2018,380000,1 Story,1960,9335,Kenneth,76,60076,1932,10,2,0,No,3,1,Attached,1.5,0,,
09614546,CLSD,7/20/2017,200000,Condo,1978,9560,Gross Point,76,60076,1935,6,2,0,No,3,0,Attached,2,0,,
09651167,CLSD,7/19/2017,340000,2 Stories,1947,4501,Brummel,76,60076,1943,7,3,0,Yes,3,0,Detached,2,0,,
09495289,CLSD,4/13/2017,394000,2 Stories,1939,7840,Kildare,76,60076,1943,9,1,1,No,3,0,Detached,1,0,,
10126934,CLSD,2/14/2019,480000,Split Level,1955,4317,Greenwood,76,60076,1944,8,3,0,Yes,4,0,Detached,2,0,,
09918924,CLSD,6/19/2018,410000,1.5 Story,1958,9452,Kolmar,76,60076,1950,8,2,0,Yes,4,0,Attached,1,0,,
09865545,CLSD,5/1/2018,379900,Split Level w/ Sub,1959,9526,Kedvale,76,60076,1951,8,2,0,No,3,0,None,0,6,,
09656652,CLSD,8/17/2017,375000,2 Stories,1952,8543,Hamlin,76,60076,1955,7,2,1,No,3,0,Detached,2.5,0,,
09635568,CLSD,6/28/2017,439900,Split Level w/ Sub,1966,8323,Keystone,76,60076,1958,9,3,0,No,4,0,None,0,2,,
09785862,CLSD,5/8/2018,347000,2 Stories,1950,8519,Keystone,76,60076,1959,7,2,0,No,3,0,Attached,1,0,,
09567976,CLSD,5/18/2017,525000,1 Story,1955,9036,Tripp,76,60076,1959,10,4,0,Yes,4,1,Attached,1,0,,
09889930,CLSD,4/23/2018,600000,Split Level,1956,8939,Pottawattami,76,60076,1960,10,3,1,Yes,4,0,Attached,1,1,,
09361788,CLSD,3/3/2017,228000,"Condo, Mid Rise (4-6 Stories)",1990,4757,Howard,76,60076,1960,6,2,0,No,2,0,Attached,1,0,,
09966079,CLSD,7/16/2018,340000,Raised Ranch,1955,9035,LINDER,76,60077,1960,7,2,0,Yes,3,2,Detached,2,0,,
09494795,CLSD,6/16/2017,273888,Split Level,1956,8939,Pottawattami,76,60076,1960,8,3,1,Yes,4,0,None,0,0,,
09828958,CLSD,3/8/2018,325000,2 Stories,1952,7743,Kolmar,76,60076,1963,11,2,0,No,5,0,Detached,2,0,,
09699890,CLSD,5/23/2018,418000,2 Stories,1957,8230,Karlov,76,60076,1966,10,2,0,No,4,0,Attached,2,0,,
09927013,CLSD,8/8/2018,220000,Condo,1978,9558,Gross Point,76,60076,1975,6,2,0,,3,0,Attached,2,0,,
09859541,CLSD,4/26/2018,260000,1.5 Story,1957,9022,Pottawattami,76,60076,1976,8,2,1,,4,0,Attached,2,0,,
09518630,CLSD,5/5/2017,339000,Townhouse-Ranch,2000,7430,Lincoln,76,60076,1980,7,2,0,No,3,0,Attached,1,0,,
09820764,CLSD,2/23/2018,380000,2 Stories,1951,7938,Keystone,76,60076,1988,9,3,1,Yes,3,1,Detached,2,0,,
10022724,CLSD,10/15/2018,310000,2 Stories,1955,7635,Kenton,76,60076,2000,10,2,1,No,4,0,Attached,2,0,,
09693337,CLSD,8/18/2017,329900,1 Story,1956,4027,GREENWOOD,76,60076,2000,6,1,1,No,3,0,Attached,1,0,,
09397150,CLSD,6/7/2017,345000,1 Story,1954,8055,Kildare,76,60076,2000,8,2,0,,4,0,Attached,2,0,,
09706428,CLSD,12/21/2017,491770,Split Level w/ Sub,1958,9021,Sleeping Bear,76,60076,2000,10,3,0,No,4,0,Attached,2,0,,
09641302,CLSD,7/28/2017,196000,"Condo, Mid Rise (4-6 Stories)",1990,4757,Howard,76,60076,2000,6,2,0,No,2,0,Attached,1,0,,
09489417,CLSD,5/9/2017,208000,Mid Rise (4-6 Stories),1978,9558,Gross Point,76,60076,2000,6,2,0,,3,0,Attached,2,0,,
09577907,CLSD,8/30/2017,215000,Condo,1978,9560,Gross Point,76,60076,2000,6,2,0,No,3,0,Attached,2,0,,
09747033,CLSD,10/17/2017,258000,Other,1954,7215,Le Claire,76,60077,2000,8,2,1,Yes,3,0,Detached,2,0,,
10055388,CLSD,10/25/2018,345000,2 Stories,1956,8339,St Louis,76,60076,2000,11,3,0,Yes,4,0,Detached,2.5,0,,
10022419,CLSD,12/12/2018,350000,2 Stories,1929,7523,Karlov,76,60076,2000,8,3,0,Yes,4,0,Detached,2,0,,
09493546,CLSD,8/11/2017,390000,2 Stories,2007,4541,Main,76,60076,2000,9,3,1,Yes,5,0,Detached,2.5,0,,
10060920,CLSD,12/14/2018,400000,Split Level,1962,8209,Kildare,76,60076,2000,7,2,1,Yes,3,0,Detached,2,0,,
09727617,CLSD,1/25/2018,436500,Split Level,1955,3841,Sugar Loaf,76,60076,2000,7,2,0,Yes,3,0,Detached,2,0,,
09645449,CLSD,9/5/2017,494900,1 Story,1956,7715,Prairie,76,60076,2000,9,3,0,Yes,3,1,Detached,2,0,,
09876248,CLSD,5/1/2018,390000,1 Story,1957,8639,Lawndale,76,60076,2002,8,1,1,No,3,0,Detached,3,0,,
09713860,CLSD,11/14/2017,450000,Other,1981,6926,Lorel,76,60077,2006,10,3,1,Yes,3,0,Attached,2,0,,
09582645,CLSD,7/19/2017,211100,2 Stories,1953,4050,HARVARD,76,60076,2006,7,2,1,Yes,3,0,Detached,1,0,,
10033717,CLSD,10/30/2018,415000,2 Stories,1953,4050,HARVARD,76,60076,2006,9,3,0,Yes,4,0,Detached,1,0,,
09380449,CLSD,4/12/2017,236500,1 Story,1955,9330,KARLOV,76,60076,2008,8,2,0,No,4,0,None,0,2,,
09809832,CLSD,5/11/2018,469000,1 Story,1955,9330,KARLOV,76,60076,2008,9,2,0,No,4,0,None,0,4,,
09982110,CLSD,9/13/2018,422500,3 Stories,UNK,8616,Monticello,76,60076,2009,11,3,1,No,6,0,Detached,2,0,,
09812451,CLSD,1/24/2018,342500,Condo,2005,5155,Madison,76,60077,2010,6,2,0,No,3,0,Attached,2,0,,
09884057,CLSD,6/12/2018,361700,Condo,2004,5055,Madison,76,60077,2010,6,2,0,,3,0,Attached,2,0,,
09408016,CLSD,6/8/2017,355000,Split Level,1957,9222,Tripp,76,60076,2014,7,2,0,No,3,0,Attached,2,0,,
09994461,CLSD,10/3/2018,566318,2 Stories,1948,3825,Brummel,76,60076,2024,9,4,0,Yes,3,2,Detached,2,0,,
09839213,CLSD,11/29/2018,656800,2 Stories,2018,8063,Floral,76,60077,2026,7,2,1,No,3,0,Attached,2,0,,
09474055,CLSD,3/31/2017,662000,2 Stories,2015,8158,Floral,76,60077,2026,9,3,1,Yes,3,1,Detached,2,0,,
09952151,CLSD,7/30/2018,376000,1.5 Story,1963,3636,Enfield,76,60076,2036,7,2,1,No,3,0,None,0,2,,
09805186,CLSD,1/30/2018,401000,1 Story,1955,4245,Bobolink,76,60076,2042,9,2,1,Yes,3,1,Attached,2,0,,
09601069,CLSD,6/15/2017,380000,Condo,2006,9350,SKOKIE,76,60077,2047,7,2,0,No,2,0,Attached,2,0,,
10008875,CLSD,8/27/2018,327000,2 Stories,1955,9707,Kedvale,76,60076,2048,7,2,0,Yes,3,0,None,0,2,,
09920304,CLSD,6/19/2018,386000,Split Level w/ Sub,1967,5243,Monroe,76,60077,2050,9,3,0,Yes,4,0,Attached,2.5,0,,
10128245,CLSD,12/3/2018,437500,2 Stories,1948,8526,Kedvale,76,60076,2064,9,2,1,No,4,0,Detached,2,0,,
09397146,CLSD,3/21/2017,305000,Split Level,1964,5220,CHURCH,76,60077,2082,7,2,0,Yes,3,0,None,0,0,,
09703740,CLSD,8/30/2017,304500,2 Stories,1943,4435,Brummel,76,60076,2088,7,2,0,No,3,0,Detached,1.5,0,,
09988015,CLSD,8/30/2018,260000,2 Stories,1942,4937,Lunt,76,60077,2089,7,1,1,No,3,0,None,0,2,,
09318954,CLSD,10/1/2017,279384,Split Level,1961,9755,Karlov,76,60076,2090,7,2,0,No,3,0,Attached,2,0,,
09726035,CLSD,9/13/2017,480000,1.5 Story,1958,9009,Tripp,76,60076,2099,8,2,1,Yes,4,0,Attached,1,0,,
09904757,CLSD,6/1/2018,500000,Split Level,1958,9009,Tripp,76,60076,2099,8,2,1,Yes,4,0,Attached,1,0,,
09873188,CLSD,3/22/2018,331000,1 Story,1957,9240,Karlov,76,60076,2100,8,1,1,No,3,0,Attached,1,0,,
09792840,CLSD,1/11/2018,405000,1.5 Story,1953,5140,Howard,76,60077,2100,8,3,0,Yes,3,0,Attached,2,0,,
09523364,CLSD,5/30/2017,325000,Townhouse 3+ Stories,1989,5338,Lunt,76,60077,2100,7,2,1,No,3,0,Attached,2,0,,
09682933,CLSD,10/25/2017,320000,Split Level,1957,8421,Ridgeway,76,60076,2100,7,2,0,No,4,0,Detached,2,0,,
09803814,CLSD,3/2/2018,345000,Split Level w/ Sub,1966,8112,Kedvale,76,60076,2100,8,2,2,No,4,0,Detached,2.5,0,,
09848340,CLSD,3/9/2018,370000,1.5 Story,1926,5226,Hoffman,76,60077,2100,8,2,0,No,3,0,Detached,3,0,,
09705454,CLSD,10/10/2017,360000,1 Story,1959,10036,Bronx,76,60077,2100,9,2,0,Yes,3,0,None,0,2,,
09630152,CLSD,7/28/2017,310000,1 Story,1955,3304,GREENLEAF,76,60076,2100,10,2,1,Yes,3,3,None,0,0,,
09972532,CLSD,9/11/2018,170000,Townhouse-2 Story,1961,10037,Frontage,76,60077,2110,6,1,1,No,3,0,None,0,20,,
09511283,CLSD,5/31/2017,317000,Townhouse 3+ Stories,2003,8627,Niles Center,76,60077,2114,6,3,0,No,3,0,Attached,2,0,,
09712282,CLSD,9/29/2017,360000,1 Story,1959,9152,Kostner,76,60076,2116,7,2,0,Yes,3,0,Attached,2,0,,
09602317,CLSD,6/16/2017,395000,Condo,2006,9360,SKOKIE,76,60077,2120,6,2,0,No,2,0,Attached,2,0,,
09995162,CLSD,7/12/2018,305000,Split Level,1962,9614,Kildare,76,60076,2124,9,2,1,Yes,4,0,Attached,1,0,,
10146214,CLSD,1/15/2019,455000,Split Level,1962,9614,Kildare,76,60076,2124,8,2,1,Yes,4,0,Attached,1,0,,
09476012,CLSD,4/21/2017,327000,Condo,2006,4953,Oakton,76,60077,2129,6,2,0,,3,0,Attached,1,1,,
09621546,CLSD,8/21/2017,345375,Condo,2006,4953,Oakton,76,60077,2129,6,2,0,No,3,0,Detached,1,1,,
10052830,CLSD,12/5/2018,255000,1.5 Story,1960,3700,Roth,76,60076,2130,8,2,0,No,5,0,Detached,2,0,,
09489802,CLSD,9/6/2018,223000,Condo,1987,9625,Laramie,76,60077,2138,7,2,1,No,3,0,Attached,2,0,,
09985124,CLSD,7/27/2018,316500,Townhouse 3+ Stories,1987,9636,Laramie,76,60077,2140,7,2,1,,3,0,Attached,2,0,,
09954221,CLSD,9/7/2018,258000,Raised Ranch,1930,7844,Karlov,76,60076,2140,8,2,0,Yes,2,0,Detached,2,0,,
09883176,CLSD,5/8/2018,360500,2 Stories,1954,8714,Hamlin,76,60076,2141,8,1,1,No,4,0,None,0,0,,
09897376,CLSD,5/15/2018,434200,2 Stories,2000,7623,KOLMAR,76,60076,2142,9,2,2,Yes,4,0,Attached,2,0,,
09761683,CLSD,11/14/2017,420000,2 Stories,1941,8320,TRIPP,76,60076,2142,9,2,2,Yes,4,0,Detached,2,0,,
10021092,CLSD,12/28/2018,465000,Condo,2006,9655,WOODS,76,60077,2150,8,2,1,No,3,0,Attached,2,0,,
09495499,CLSD,6/21/2017,512000,Condo,2006,9655,WOODS,76,60077,2150,8,2,1,,3,0,Attached,2,0,,
09601176,CLSD,6/13/2017,425000,Split Level,1960,4045,Enfield,76,60076,2150,8,2,0,No,4,0,Detached,2.5,0,,
09964637,CLSD,8/7/2018,417500,2 Stories,1952,4210,Bobolink,76,60076,2157,9,1,1,No,5,0,Attached,1,0,,
09841930,CLSD,6/6/2018,330000,2 Stories,1952,3805,WRIGHT,76,60076,2164,7,3,0,No,4,0,Detached,1,0,,
09513735,CLSD,7/7/2017,432000,2 Stories,1955,8315,Lowell,76,60076,2166,8,2,2,Yes,3,0,Attached,1,0,,
09643964,CLSD,8/4/2017,437000,2 Stories,1941,8118,Lowell,76,60076,2172,8,2,1,No,3,0,Detached,2,0,,
09807449,CLSD,1/31/2018,375000,Split Level,1957,8632,AVERS,76,60076,2174,10,3,0,Yes,5,0,Detached,2,0,,
09914048,CLSD,7/6/2018,345000,Split Level,1959,9518,Karlov,76,60076,2180,8,2,0,No,4,0,None,0,4,,
09610861,CLSD,6/27/2017,407500,1 Story,1965,8050,KEDVALE,76,60076,2190,7,2,0,No,3,0,Attached,2,0,,
09620493,CLSD,7/12/2017,427500,Split Level w/ Sub,1959,3913,Four Winds,76,60076,2191,9,2,1,No,4,0,Attached,1,0,,
09874308,CLSD,5/22/2018,358000,Townhouse 3+ Stories,1989,5339,Fairview,76,60077,2193,8,2,1,No,3,0,Attached,2,0,,
09571029,CLSD,6/15/2017,390000,Townhouse-2 Story,1990,5344,FAIRVIEW,76,60077,2193,7,2,1,No,3,0,Attached,2,0,,
10151629,CLSD,2/15/2019,343000,Split Level,1957,7506,Prairie,76,60076,2194,8,2,0,Yes,3,0,Detached,2,0,,
10033363,CLSD,9/14/2018,390000,Raised Ranch,UNK,9634,Kostner,76,60076,2196,8,3,0,Yes,3,1,Detached,2,0,,
09389899,CLSD,3/29/2017,345000,Split Level,1958,5008,Coyle,76,60077,2196,9,3,0,Yes,4,0,None,0,0,,
09803549,CLSD,2/8/2018,410000,Split Level w/ Sub,1970,5235,FARGO,76,60077,2200,10,2,0,No,4,0,Attached,2.5,0,,
09522678,CLSD,4/26/2017,600000,1 Story,1950,4224,Bobolink,76,60076,2200,9,3,1,Yes,4,0,Attached,2,0,,
09697193,CLSD,8/25/2017,265000,Townhouse-2 Story,UNK,5350,Main,76,60077,2200,7,2,1,No,2,0,Attached,2,0,,
10087510,CLSD,11/6/2018,312000,Townhouse 3+ Stories,2004,4854,Greenleaf,76,60077,2200,7,2,1,No,2,0,Attached,2,0,,
10144399,CLSD,1/4/2019,360000,2 Stories,1955,3812,Birchwood,76,60076,2200,11,3,0,Yes,4,1,Detached,2,1,,
09691672,CLSD,12/29/2017,305000,1 Story,1957,8716,Crawford,76,60076,2200,9,2,0,Yes,3,1,Detached,2,0,,
09779568,CLSD,3/5/2018,467500,1 Story,1959,9030,Sleeping Bear,76,60076,2200,9,3,0,Yes,4,0,Detached,2,0,,
09469547,CLSD,4/17/2017,475000,Split Level,1958,4222,Enfield,76,60076,2205,8,2,1,Yes,3,1,Attached,1,0,,
09876749,CLSD,1/7/2019,316000,1 Story,UNK,8736,DRAKE,76,60076,2208,9,3,0,Yes,3,2,None,0,0,,
09997329,CLSD,7/27/2018,370000,2 Stories,1999,5327,Madison,76,60077,2218,10,2,1,No,3,0,Detached,2,0,,
09861402,CLSD,3/20/2018,347500,1 Story,1960,4447,Emerson,76,60076,2242,10,2,1,Yes,4,0,None,0,2,,
09915219,CLSD,6/1/2018,492000,Split Level,1970,5308,Conrad,76,60077,2243,10,2,1,No,4,0,Attached,2,0,,
10008384,CLSD,8/15/2018,335000,1 Story,1955,7516,Kenneth,76,60076,2280,9,2,0,No,3,2,None,0,0,,
09929792,CLSD,8/2/2018,435000,2 Stories,1950,9026,Kedvale,76,60076,2284,11,2,1,No,4,0,Detached,2,0,,
09601777,CLSD,6/30/2017,308000,2 Stories,1948,5233,Arcadia,76,60077,2289,8,1,1,No,3,0,None,0,0,,
10094336,CLSD,11/8/2018,455000,1 Story,1955,9438,Keystone,76,60076,2294,8,2,1,Yes,4,0,Detached,2,0,,
09150164,CLSD,3/17/2017,360000,Split Level w/ Sub,1962,5120,WEBER,76,60077,2300,8,2,1,No,4,0,Attached,2,0,,
10008738,CLSD,9/14/2018,371500,1 Story,1953,4025,Dobson,76,60076,2300,10,2,0,Yes,3,1,Detached,2,0,,
09640042,CLSD,12/11/2017,450000,1 Story,1954,5038,Farwell,76,60077,2300,8,3,0,Yes,3,1,Detached,2,0,,
10028287,CLSD,10/10/2018,296000,1 Story,1957,9650,Tripp,76,60076,2320,10,2,0,Yes,3,1,None,0,0,,
09787626,CLSD,12/12/2017,418000,Split Level w/ Sub,1968,10021,Bronx,76,60077,2325,8,2,1,No,4,0,Attached,2,0,,
09880157,CLSD,11/26/2018,665000,2 Stories,2016,8115,Floral,76,60077,2325,8,2,1,No,3,0,Attached,2,0,,
09864270,CLSD,4/19/2018,520000,1.5 Story,1928,5239,Hoffman,76,60077,2336,9,3,0,Yes,4,0,Detached,2,0,,
10067880,CLSD,2/1/2019,333000,Split Level w/ Sub,1964,9237,Tripp,76,60076,2341,8,2,0,No,3,0,None,0,5,,
09997741,CLSD,8/1/2018,560000,2 Stories,2003,4615,Fargo,76,60076,2348,9,3,1,Yes,4,0,Attached,2,0,,
09900805,CLSD,4/27/2018,301786,Townhouse 3+ Stories,1990,5335,Lincoln,76,60077,2349,8,2,1,No,3,0,Attached,2,0,,
09711966,CLSD,12/28/2017,435000,2 Stories,1925,5218,Brown,76,60077,2386,10,3,0,Yes,5,1,Detached,2,0,,
10005919,CLSD,8/14/2018,325000,Split Level,1962,8323,Kildare,76,60076,2395,7,2,0,Yes,3,0,None,0,0,,
09929641,CLSD,6/29/2018,329000,Split Level,1962,8629,Drake,76,60076,2397,7,2,0,No,3,0,None,0,0,,
09347430,CLSD,3/14/2017,418000,Split Level w/ Sub,1970,9648,Lawler,76,60077,2400,8,2,1,No,3,0,Attached,2,0,,
09476251,CLSD,8/28/2017,405000,2 Stories,1956,3850,Harvard,76,60076,2400,9,3,1,Yes,4,1,Detached,2.5,0,,
09714505,CLSD,10/27/2017,475000,2 Stories,1955,5025,Coyle,76,60077,2400,9,4,0,Yes,4,0,Detached,2.5,0,,
09818167,CLSD,9/14/2018,375000,3 Stories,1966,9943,Karlov,76,60076,2400,8,3,0,No,4,0,None,0,3,,
09705137,CLSD,9/15/2017,469000,2 Stories,1924,7812,Kenneth,76,60076,2400,9,3,0,No,4,0,None,0,0,,
09937920,CLSD,6/8/2018,435000,1 Story,1955,9311,Kildare,76,60076,2402,9,3,0,Yes,3,1,Detached,2,0,,
09922444,CLSD,7/25/2018,415000,1 Story,1959,9233,Keating,76,60076,2403,9,3,0,Yes,4,0,None,0,4,,
09593043,CLSD,5/19/2017,443000,2 Stories,2007,7739,Kenton,76,60076,2408,12,4,1,Yes,4,2,Attached,2,0,,
09936135,CLSD,6/15/2018,445000,2 Stories,1954,5340,Monroe,76,60077,2410,10,2,0,No,3,0,Attached,2,0,,
09580004,CLSD,6/9/2017,362500,Townhouse 3+ Stories,2005,7507,Frontage,76,60077,2430,9,2,1,No,3,0,Attached,2,0,,
09680501,CLSD,9/13/2017,362500,Townhouse 3+ Stories,2005,7515,Frontage,76,60077,2430,9,3,1,Yes,4,0,Attached,2,0,,
09893713,CLSD,5/21/2018,435000,1 Story,1939,8314,Lowell,76,60076,2440,9,2,0,Yes,3,0,Attached,1,1,,
09739979,CLSD,1/26/2018,445000,2 Stories,1992,7718,Lincoln,76,60077,2446,10,3,1,Yes,5,0,Attached,2,0,,
09904426,CLSD,6/12/2018,380000,2 Stories,1966,4627,Elm,76,60076,2447,9,2,1,No,4,0,Attached,2,0,,
09767931,CLSD,11/15/2017,345000,Townhouse 3+ Stories,1992,7019,Lorel,76,60077,2448,7,2,1,No,3,0,Attached,2,0,,
09764741,CLSD,1/26/2018,425500,1 Story,1957,8334,Monticello,76,60076,2449,10,3,0,Yes,3,1,Detached,2,0,,
10089227,CLSD,2/15/2019,435000,1 Story,1969,8908,Kilbourn,76,60076,2452,10,3,1,Yes,4,1,Attached,2,3,,
09671997,CLSD,12/14/2017,425000,2 Stories,1927,9237,Kenton,76,60076,2454,9,2,0,No,5,0,Detached,2,0,,
09607204,CLSD,7/27/2017,248000,1 Story,1955,9629,Karlov,76,60076,2469,10,1,1,Yes,3,0,None,0,1,,
09811166,CLSD,2/28/2018,420000,1 Story,1955,9629,Karlov,76,60076,2469,11,2,0,Yes,3,1,None,0,3,,
09585481,CLSD,5/8/2017,389000,1 Story,1956,8910,Knox,76,60076,2474,9,3,0,Yes,3,1,Attached,2,0,,
09977069,CLSD,8/3/2018,417000,1 Story,1958,8844,Keeler,76,60076,2481,7,3,0,Yes,3,0,Detached,1.5,0,,
09614298,CLSD,7/25/2017,517000,2 Stories,1985,5128,Brummel,76,60077,2483,8,2,1,No,4,0,Attached,2.1,0,,
09614346,CLSD,7/27/2017,422500,2 Stories,1972,9439,Terminal,76,60077,2486,8,2,1,No,4,0,Attached,2.5,0,,
10083513,CLSD,11/28/2018,515000,1 Story,1954,8857,Kilpatrick,76,60076,2493,7,2,0,No,3,0,Attached,2.5,0,,
09718524,CLSD,9/30/2017,550000,2 Stories,2007,7848,Keeler,76,60076,2496,12,4,0,Yes,4,2,Detached,2.5,0,,
09982177,CLSD,8/15/2018,512000,2 Stories,1967,6858,Laramie,76,60077,2500,9,2,1,No,4,0,Attached,2,0,,
09847064,CLSD,4/16/2018,565000,2 Stories,1962,4322,Greenwood,76,60076,2500,8,2,1,No,4,0,Attached,2,0,,
09598963,CLSD,7/21/2017,397500,Raised Ranch,1962,8052,Keeler,76,60076,2500,9,2,0,Yes,4,0,Detached,2,0,,
10062190,CLSD,9/26/2018,452000,2 Stories,1998,5457,Conrad,76,60077,2518,9,2,1,No,4,0,Attached,2,0,,
09483995,CLSD,7/7/2017,345000,2 Stories,1968,9533,Kedvale,76,60076,2534,9,3,0,No,4,0,Detached,2.5,0,,
09755578,CLSD,11/7/2017,509000,2 Stories,1959,9533,Kedvale,76,60076,2534,9,3,0,No,4,0,Detached,2.5,0,,
09699093,CLSD,9/13/2017,420000,2 Stories,1937,7412,KEDVALE,76,60076,2540,10,4,0,Yes,4,0,Detached,2,2,,
09515704,CLSD,4/7/2017,420000,2 Stories,1965,9626,Tripp,76,60076,2546,9,2,1,No,4,0,Attached,2,0,,
09992989,CLSD,8/15/2018,335000,Split Level,1963,3950,Enfield,76,60076,2560,8,2,1,Yes,4,0,Attached,2,0,,
09516114,CLSD,5/1/2017,435000,2 Stories,1951,8320,Kedvale,76,60076,2563,9,3,0,No,4,0,Attached,3,0,,
09522912,CLSD,4/13/2017,492000,2 Stories,2008,5332,Greenleaf,76,60077,2568,8,3,1,No,4,0,Detached,2,0,,
09711121,CLSD,1/10/2018,360000,2 Stories,UNK,7811,Keeler,76,60076,2576,9,5,0,Yes,5,0,Detached,2,0,,
09573574,CLSD,6/14/2017,455000,2 Stories,1939,4500,Kirk,76,60076,2580,11,2,1,No,4,0,Attached,2,0,,
09624670,CLSD,7/18/2017,525000,2 Stories,1963,8813,Kostner,76,60076,2581,8,2,1,No,5,0,Attached,2,0,,
09816919,CLSD,8/20/2018,455000,Split Level w/ Sub,1973,9636,Lawler,76,60077,2585,11,3,0,No,4,2,Attached,2,0,,
09875844,CLSD,5/8/2018,478000,Split Level w/ Sub,1964,7901,Kildare,76,60076,2590,9,3,1,Yes,4,0,Attached,2.5,0,,
09981290,CLSD,9/27/2018,463000,Split Level,UNK,4615,Elm,76,60076,2597,10,3,1,Yes,4,0,Attached,2,0,,
09701094,CLSD,10/12/2017,462000,Split Level,1955,7409,Kilbourn,76,60076,2600,10,3,1,Yes,4,0,Attached,4,0,,
09770324,CLSD,3/23/2018,519000,Split Level w/ Sub,1965,9649,Le Claire,76,60077,2600,11,3,0,No,5,0,Attached,2,0,,
09611683,CLSD,6/30/2017,545000,2 Stories,1956,9201,Tripp,76,60076,2600,9,3,0,No,5,0,Attached,2,0,,
09502400,CLSD,4/17/2017,370000,1 Story,1929,7841,Kenneth,76,60076,2600,9,2,0,Yes,3,0,Detached,1,0,,
09619469,CLSD,7/31/2017,568500,2 Stories,2007,5105,Dobson,76,60077,2600,10,5,0,Yes,4,1,Detached,2,0,,
09280347,CLSD,4/28/2017,360000,2 Stories,1976,10019,La Crosse,76,60077,2612,7,2,1,No,3,0,Attached,2,0,,
09941614,CLSD,7/19/2018,275000,2 Stories,1972,9614,Crawford,76,60076,2612,8,2,1,No,4,0,None,0,4,,
09524900,CLSD,6/13/2017,490000,1.5 Story,1960,9510,KEYSTONE,76,60076,2638,10,3,0,,5,0,Attached,1.5,0,,
09646457,CLSD,8/31/2017,550000,2 Stories,1953,5234,Mulford,76,60077,2640,10,3,1,Yes,4,0,Detached,2,0,,
09680238,CLSD,9/12/2017,399990,Townhouse-2 Story,2003,8223,Lincoln,76,60077,2690,9,3,1,Yes,3,0,Attached,2,0,,
09852694,CLSD,6/7/2018,405000,2 Stories,1927,3348,Wilder,76,60076,2690,8,2,0,No,4,0,Detached,2,0,,
09500877,CLSD,7/7/2017,550000,1 Story,1956,9344,Tripp,76,60076,2700,8,3,0,Yes,3,1,Attached,1,0,,
09952920,CLSD,7/27/2018,462000,2 Stories,1956,5236,DAVIS,76,60077,2700,10,3,1,Yes,5,0,Detached,2,0,,
09614293,CLSD,7/10/2017,498000,Split Level,1959,7623,Kildare,76,60076,2740,8,2,1,Yes,4,0,"Attached, Detached",4,0,,
09624919,CLSD,7/3/2017,430000,1.5 Story,1951,5132,Jerome,76,60077,2750,9,2,1,No,4,0,Attached,2,0,,
10118364,CLSD,1/28/2019,373000,2 Stories,2004,3831,Howard,76,60076,2754,8,3,1,Yes,3,0,None,0,2,,
09471795,CLSD,4/28/2017,420000,Condo,2006,4953,Oakton,76,60077,2765,7,2,1,No,3,0,Attached,2,0,,
09929302,CLSD,6/28/2018,340000,2 Stories,1954,7911,Kilbourn,76,60076,2766,10,3,1,No,5,0,None,0,0,,
10111975,CLSD,1/30/2019,420000,2 Stories,1978,10027,Lacrosse,76,60077,2793,10,3,1,No,4,1,Attached,2,0,,
09703881,CLSD,9/27/2017,665999,2 Stories,2008,7527,Kildare,76,60076,2800,6,4,0,No,3,0,Attached,2,0,,
10048703,CLSD,1/7/2019,425000,2 Stories,1954,9655,Keystone,76,60076,2861,10,3,0,No,6,0,None,0,4,,
10036866,CLSD,10/19/2018,565000,2 Stories,1969,8314,Tripp,76,60076,2870,10,3,1,No,5,0,"Attached, Detached",4,0,,
09632775,CLSD,11/29/2017,355000,Split Level,1964,4115,Enfield,76,60076,2883,8,2,1,Yes,4,0,Attached,1,0,,
10108734,CLSD,11/1/2018,405000,1 Story,1955,8645,Keystone,76,60076,2884,9,3,0,Yes,3,2,Detached,2,0,,
09671314,CLSD,11/28/2017,570000,2 Stories,2007,3835,Howard,76,60076,2889,9,4,1,Yes,4,1,Attached,2,0,,
